marginal_price,ordinary_base,ordinary_quote,inventory_ratio,active_liquidity
1.22,115.4466032338519,271.1790664716151,2.3489566507410107,550.0
1.222,115.03895142320879,271.6768091654768,2.361607140924155,550.0
1.2240000000000002,114.63229916775364,272.1741447076464,2.3743233511293793,550.0
1.226,114.2266423893328,272.6710740956378,2.3871057433891756,550.0
1.228,113.8219770330481,273.16759832289875,2.3999547841589925,550.0
1.23,113.4182990670878,273.66371837883366,2.4128709443699154,550.0
1.232,113.01560448255744,274.1594352488265,2.4258546994821377,550.0
1.234,112.61388929331272,274.65474991426373,2.4389065295391887,550.0
1.2360000000000002,112.2131495357937,275.1496633525568,2.452026919222953,550.0
1.238,111.81338126886065,275.6441765371652,2.465216357909484,550.0
1.24,111.41458057363097,276.13829043761825,2.4784753397256267,550.0
1.242,111.01674355331839,276.63200601953724,2.491804363606452,550.0
1.244,110.6198663330725,277.1253242446579,2.505203933353557,550.0
1.246,110.2239450598205,277.61824607085214,2.5186745576941907,550.0
1.248,109.8289759021101,278.1107724521492,2.5322167503412545,550.0
1.25,109.43495504995371,278.602904338758,2.545831030054193,550.0
1.252,109.0418787146742,279.0946426770878,2.559517920700764,550.0
1.254,108.64974312875155,279.58598840977015,2.5732779513197435,550.0
1.256,108.2585445456717,280.07694247567935,2.587111656184529,550.0
1.258,107.86827923977577,280.5675058099537,2.601019574867716,550.0
1.26,107.47894350611136,281.05767934401615,2.6150022523066103,550.0
1.262,107.0905336602846,281.54746400559503,2.629060238869733,550.0
1.264,106.70304603831383,282.0368607187444,2.643194090424312,550.0
1.266,106.31647699648421,282.5258704038647,2.6574043684047917,550.0
1.268,105.93082291120416,283.0144939777227,2.671691639882358,550.0
1.27,105.54608017886264,283.50273235347123,2.686056477635513,550.0
1.272,105.16224521568721,283.9905864406699,2.700499460221743,550.0
1.274,104.77931445760467,284.4780571453041,2.7150211720502173,550.0
1.276,104.3972843601014,284.96514536980504,2.7296222034556403,550.0
1.278,104.01615139808563,285.4518520130693,2.7443031507732067,550.0
1.28,103.63591206575146,285.9381779704776,2.759064616414676,550.0
1.282,103.25656287644235,286.4241241339149,2.7739072089456664,550.0
1.284,102.87810036251788,286.9096913917888,2.78883154316407,550.0
1.286,102.50052107521992,287.3948806290486,2.803838240179717,550.0
1.288,102.12382158454095,287.87969272720454,2.8189279274952486,550.0
1.29,101.74799847909313,288.36412856434583,2.8341012390882363,550.0
1.2920000000000003,101.37304836597836,288.8481890151601,2.849358815494592,550.0
